college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
SUNY at Binghamton,Golf,Vestal,NCAA Division I-AAA,"6,746","6,160","12,906","Public, 4-year or above",Men,7,,"$9,931 ","$69,515 ",,,"$188,127 ",,"$186,540 ",
New York University,Golf,New York,NCAA Division III (without football),"10,184","13,266","23,450","Private nonprofit, 4-year or above",Men,11,,"$10,051 ","$110,558 ",,,"$168,008 ",,"$168,008 ",
Roberts Wesleyan College,Golf,Rochester,NCAA Division II (without football),385,834,"1,219","Private nonprofit, 4-year or above",Men,8,,"$5,512 ","$44,095 ",,,"$146,238 ",,"$146,238 ",
Nyack College,Golf,Nyack,NCAA Division II (without football),544,872,"1,416","Private nonprofit, 4-year or above",Men,6,,"$6,034 ","$36,201 ",,,"$141,785 ",,"$141,785 ",
Siena College,Golf,Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Men,9,,"$3,794 ","$34,145 ",,,"$136,723 ",,"$136,723 ",
Hofstra University,Golf,Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Men,7,,"$4,935 ","$34,548 ",,,"$135,133 ",,"$135,133 ",
St. Thomas Aquinas College,Golf,Sparkill,NCAA Division II (without football),506,580,"1,086","Private nonprofit, 4-year or above",Men,7,,"$3,214 ","$22,500 ",,,"$137,735 ",,"$133,163 ",
Concordia College-New York,Golf,Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Men,6,,"$3,574 ","$21,446 ",,,"$129,391 ",,"$129,391 ",
Colgate University,Golf,Hamilton,NCAA Division I-AA,"1,305","1,558","2,863","Private nonprofit, 4-year or above",Men,9,,"$4,927 ","$44,342 ",,,"$128,167 ",,"$128,167 ",
Clarkson University,Golf,Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Men,10,,"$1,393 ","$13,932 ",,,"$113,639 ",,"$113,639 ",
Skidmore College,Golf,Saratoga Springs,NCAA Division III (without football),"1,051","1,546","2,597","Private nonprofit, 4-year or above",Men,9,,"$4,299 ","$38,692 ",,,"$113,417 ",,"$113,417 ",
Hamilton College,Golf,Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Men,13,,"$3,519 ","$45,743 ",,,"$112,407 ",,"$112,407 ",
Wagner College,Golf,Staten Island,NCAA Division I-A,657,"1,105","1,762","Private nonprofit, 4-year or above",Men,8,,"$5,975 ","$47,801 ",,,"$106,374 ",,"$111,822 ",
St Bonaventure University,Golf,Saint Bonaventure,NCAA Division I-AAA,851,867,"1,718","Private nonprofit, 4-year or above",Men,7,,"$7,600 ","$53,201 ",,,"$110,786 ",,"$110,786 ",
Canisius College,Golf,Buffalo,NCAA Division I-AAA,"1,251","1,449","2,700","Private nonprofit, 4-year or above",Men,7,,"$3,924 ","$27,465 ",,,"$106,800 ",,"$106,800 ",
Iona College,Golf,New Rochelle,NCAA Division I-AA,"1,394","1,599","2,993","Private nonprofit, 4-year or above",Men,8,,"$2,338 ","$18,706 ",,,"$103,131 ",,"$103,131 ",
Manhattan College,Golf,Riverdale,NCAA Division I-AAA,"1,811","1,465","3,276","Private nonprofit, 4-year or above",Men,9,,"$3,839 ","$34,552 ",,,"$102,643 ",,"$102,642 ",
University of Rochester,Golf,Rochester,NCAA Division III (with football),"2,958","2,953","5,911","Private nonprofit, 4-year or above",Men,11,,"$5,470 ","$60,174 ",,,"$100,940 ",,"$100,940 ",
Adelphi University,Golf,Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Men,6,,"$2,600 ","$15,597 ",,,"$98,788 ",,"$98,788 ",
Fordham University,Golf,Bronx,NCAA Division I-AA,"3,667","4,367","8,034","Private nonprofit, 4-year or above",Men,16,,"$3,163 ","$50,613 ",,,"$94,175 ",,"$94,175 ",
Le Moyne College,Golf,Syracuse,NCAA Division II (without football),"1,104","1,385","2,489","Private nonprofit, 4-year or above",Men,12,,"$2,662 ","$31,944 ",,,"$87,732 ",,"$87,400 ",
Saint John Fisher College,Golf,Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Men,16,,"$2,619 ","$41,911 ",,,"$84,005 ",,"$84,005 ",
Dowling College,Golf,Oakdale,NCAA Division II (without football),562,518,"1,080","Private nonprofit, 4-year or above",Men,8,,"$2,225 ","$17,799 ",,,"$80,743 ",,"$80,743 ",
Dominican College of Blauvelt,Golf,Orangeburg,NCAA Division II (without football),469,800,"1,269","Private nonprofit, 4-year or above",Men,9,,"$2,730 ","$24,568 ",,,"$75,333 ",,"$75,333 ",
Daemen College,Golf,Amherst,NCAA Division II (without football),497,"1,179","1,676","Private nonprofit, 4-year or above",Men,7,,"$2,868 ","$20,078 ",,,"$64,535 ",,"$64,535 ",
Niagara University,Golf,Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Men,10,,"$1,007 ","$10,073 ",,,"$63,317 ",,"$63,317 ",
SUNY College of Agriculture and Technology at Cobleskill,Golf,Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Men,12,,"$2,518 ","$30,218 ",,,"$62,138 ",,"$62,138 ",
St Lawrence University,Golf,Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Men,14,,"$1,196 ","$16,740 ",,,"$61,052 ",,"$61,052 ",
The College of Saint Rose,Golf,Albany,NCAA Division II (without football),852,"1,655","2,507","Private nonprofit, 4-year or above",Men,8,,"$2,530 ","$20,238 ",,,"$53,701 ",,"$53,505 ",
Farmingdale State College,Golf,Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Men,17,,"$1,270 ","$21,595 ",,,"$51,595 ",,"$51,595 ",
Morrisville State College,Golf,Morrisville,NCAA Division III (with football),"1,283","1,221","2,504","Public, 4-year or above",Men,12,,"$1,329 ","$15,950 ",,,"$49,993 ",,"$49,993 ",
St Francis College,Golf,Brooklyn Heights,NCAA Division I-AAA,"1,059","1,354","2,413","Private nonprofit, 4-year or above",Men,6,,"$4,826 ","$28,958 ",,,"$49,558 ",,"$49,558 ",
SUNY College at Oswego,Golf,Oswego,NAIA Division III,"3,316","3,516","6,832","Public, 4-year or above",Men,12,,"$1,370 ","$16,438 ",,,"$44,123 ",,"$42,825 ",
Saint Joseph's College-New York,Golf,Brooklyn,NCAA Division III (without football),"1,103","2,118","3,221","Private nonprofit, 4-year or above",Men,9,,"$3,232 ","$29,090 ",,,"$41,328 ",,"$41,328 ",
Onondaga Community College,Golf,Syracuse,NJCAA Division III,"3,184","3,062","6,246","Public, 2-year",Men,8,,"$2,611 ","$20,885 ",,,"$37,847 ",,"$37,542 ",
Elmira College,Golf,Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Men,10,,"$1,004 ","$10,037 ",,,"$36,928 ",,"$36,928 ",
SUNY College of Technology at Delhi,Golf,Delhi,NJCAA Division III,"1,432","1,222","2,654","Public, 4-year or above",Men,11,,"$2,914 ","$32,049 ",,,"$36,760 ",,"$36,760 ",
Keuka College,Golf,Keuka Park,NCAA Division III (without football),383,964,"1,347","Private nonprofit, 4-year or above",Men,13,,"$1,426 ","$18,538 ",,,"$33,035 ",,"$33,035 ",
SUNY College at Potsdam,Golf,Potsdam,NCAA Division III (without football),"1,562","2,011","3,573","Public, 4-year or above",Men,9,,$961 ,"$8,648 ",,,"$31,001 ",,"$31,001 ",
SUNY College at Old Westbury,Golf,Old Westbury,NCAA Division III (without football),"1,494","2,142","3,636","Public, 4-year or above",Men,8,,"$1,519 ","$12,150 ",,,"$27,705 ",,"$27,705 ",
Yeshiva University,Golf,New York,NCAA Division III (without football),"1,433","1,291","2,724","Private nonprofit, 4-year or above",Men,8,,"$2,021 ","$16,169 ",,,"$27,087 ",,"$27,087 ",
Rensselaer Polytechnic Institute,Golf,Troy,NCAA Division III (with football),"3,861","1,695","5,556","Private nonprofit, 4-year or above",Men,8,,"$2,215 ","$17,722 ",,,"$40,366 ",,"$26,848 ",
Manhattanville College,Golf,Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Men,11,,"$1,139 ","$12,527 ",,,"$26,898 ",,"$26,787 ",
Nazareth College,Golf,Rochester,NCAA Division III (without football),535,"1,382","1,917","Private nonprofit, 4-year or above",Men,13,,"$1,270 ","$16,504 ",,,"$40,545 ",,"$25,821 ",
SUNY at Purchase College,Golf,Purchase,NCAA Division III (without football),"1,648","2,046","3,694","Public, 4-year or above",Men,9,,$369 ,"$3,319 ",,,"$24,000 ",,"$23,240 ",
Jefferson Community College,Golf,Watertown,NJCAA Division III,898,"1,234","2,132","Public, 2-year",Men,9,,"$1,645 ","$14,804 ",,,"$22,312 ",,"$22,312 ",
Hobart William Smith Colleges,Golf,Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Men,10,,$982 ,"$9,819 ",,,"$21,555 ",,"$21,555 ",
Nassau Community College,Golf,Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Men,7,,"$1,610 ","$11,270 ",,,"$21,377 ",,"$21,377 ",
SUNY College of Technology at Canton,Golf,Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Men,7,,"$1,285 ","$8,995 ",,,"$20,460 ",,"$20,210 ",
Niagara County Community College,Golf,Sanborn,NJCAA Division III,"1,739","2,210","3,949","Public, 2-year",Men,10,,"$1,409 ","$14,091 ",,,"$21,091 ",,"$20,091 ",
SUNY Broome Community College,Golf,Binghamton,NJCAA Division III,"1,973","2,318","4,291","Public, 2-year",Men,7,,"$2,002 ","$14,016 ",,,"$18,958 ",,"$18,958 ",
Mount Saint Mary College,Golf,Newburgh,NCAA Division III (without football),522,"1,185","1,707","Private nonprofit, 4-year or above",Men,7,,$943 ,"$6,598 ",,,"$19,343 ",,"$18,573 ",
Monroe Community College,Golf,Rochester,NJCAA Division I,"4,504","4,859","9,363","Public, 2-year",Men,7,,"$1,791 ","$12,537 ",,,"$19,029 ",,"$17,143 ",
Medaille College,Golf,Buffalo,NCAA Division III (without football),561,"1,188","1,749","Private nonprofit, 4-year or above",Men,7,,$777 ,"$5,438 ",,,"$13,396 ",,"$14,903 ",
Genesee Community College,Golf,Batavia,NJCAA Division II,"1,060","1,886","2,946","Public, 2-year",Men,7,,"$1,471 ","$10,297 ",,,"$14,411 ",,"$14,411 ",
Rockland Community College,Golf,Suffern,NJCAA Division III,"2,205","1,954","4,159","Public, 2-year",Men,3,,"$2,294 ","$6,883 ",,,"$14,377 ",,"$14,377 ",
Mohawk Valley Community College,Golf,Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Men,6,,$864 ,"$5,184 ",,,"$14,223 ",,"$14,223 ",
SUNY Westchester Community College,Golf,Valhalla,NJCAA Division III,"3,645","3,714","7,359","Public, 2-year",Men,5,,$215 ,"$1,076 ",,,"$13,699 ",,"$13,699 ",
The Sage Colleges,Golf,Troy,NCAA Division III (without football),311,"1,147","1,458","Private nonprofit, 4-year or above",Men,8,,$858 ,"$6,866 ",,,"$13,860 ",,"$13,466 ",
Utica College,Golf,Utica,NCAA Division III (with football),969,"1,227","2,196","Private nonprofit, 4-year or above",Men,13,,$445 ,"$5,787 ",,,"$13,237 ",,"$13,237 ",
D'Youville College,Golf,Buffalo,NCAA Division III (without football),416,"1,087","1,503","Private nonprofit, 4-year or above",Men,10,,$680 ,"$6,802 ",,,"$12,957 ",,"$12,957 ",
SUNY College of Environmental Science and Forestry,Golf,Syracuse,Other,919,751,"1,670","Public, 4-year or above",Men,10,,$763 ,"$7,627 ",,,"$12,377 ",,"$12,127 ",
Jamestown Community College,Golf,Jamestown,NJCAA Division III,"1,095","1,377","2,472","Public, 2-year",Men,6,,"$1,011 ","$6,063 ",,,"$10,563 ",,"$10,563 ",
Tompkins Cortland Community College,Golf,Dryden,NJCAA Division III,"1,062","1,182","2,244","Public, 2-year",Men,5,,"$1,083 ","$5,414 ",,,"$9,584 ",,"$9,584 ",
Cayuga County Community College,Golf,Auburn,NJCAA Division III,790,"1,227","2,017","Public, 2-year",Men,4,,"$1,393 ","$5,572 ",,,"$9,525 ",,"$9,525 ",
Orange County Community College,Golf,Middletown,Other,"1,502","1,793","3,295","Public, 2-year",Men,6,,$880 ,"$5,280 ",,,"$9,075 ",,"$8,876 ",
Adirondack Community College,Golf,Queensbury,NJCAA Division III,"1,162","1,338","2,500","Public, 2-year",Men,4,,"$1,590 ","$6,361 ",,,"$11,684 ",,"$8,470 ",
Hilbert College,Golf,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Men,6,,$641 ,"$3,847 ",,,"$8,086 ",,"$8,086 ",
Ulster County Community College,Golf,Stone Ridge,NJCAA Division III,683,806,"1,489","Public, 2-year",Men,12,,$385 ,"$4,621 ",,,"$7,121 ",,"$7,121 ",
Sullivan County Community College,Golf,Loch Sheldrake,NJCAA Division III,432,475,907,"Public, 2-year",Men,2,,$376 ,$752 ,,,"$3,136 ",,"$3,136 ",
Columbia-Greene Community College,Golf,Hudson,NJCAA Division III,373,475,848,"Public, 2-year",Men,3,,$190 ,$571 ,,,"$2,354 ",,"$1,967 ",
Le Moyne College,Golf,Syracuse,NCAA Division II (without football),"1,104","1,385","2,489","Private nonprofit, 4-year or above",Women,,12,,,"$1,255 ","$15,054 ",,"$44,788 ",,"$43,708 "
Hamilton College,Golf,Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Women,,11,,,"$2,011 ","$22,121 ",,"$88,796 ",,"$88,796 "
St Lawrence University,Golf,Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Women,,11,,,"$1,196 ","$13,152 ",,"$57,464 ",,"$57,464 "
New York University,Golf,New York,NCAA Division III (without football),"10,184","13,266","23,450","Private nonprofit, 4-year or above",Women,,10,,,"$11,806 ","$118,057 ",,"$178,354 ",,"$174,745 "
Columbia University - NYC,Golf,New York,NCAA Division I-AA,"3,926","3,570","7,496","Private nonprofit, 4-year or above",Women,,9,,,"$15,768 ","$141,911 ",,"$288,346 ",,"$288,346 "
Hofstra University,Golf,Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Women,,9,,,"$3,743 ","$33,687 ",,"$190,172 ",,"$190,172 "
Ithaca College,Golf,Ithaca,NCAA Division III (with football),"2,551","3,452","6,003","Private nonprofit, 4-year or above",Women,,9,,,"$3,507 ","$31,565 ",,"$138,360 ",,"$138,360 "
Saint John Fisher College,Golf,Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Women,,9,,,"$2,783 ","$25,046 ",,"$53,148 ",,"$53,148 "
Hobart William Smith Colleges,Golf,Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Women,,9,,,"$1,508 ","$13,569 ",,"$26,431 ",,"$26,431 "
Nazareth College,Golf,Rochester,NCAA Division III (without football),535,"1,382","1,917","Private nonprofit, 4-year or above",Women,,9,,,"$1,884 ","$16,954 ",,"$41,401 ",,"$26,303 "
Union College,Golf,Schenectady,NCAA Division III (with football),"1,193","1,009","2,202","Private nonprofit, 4-year or above",Women,,8,,,"$1,456 ","$11,647 ",,"$19,365 ",,"$22,329 "
Hudson Valley Community College,Golf,Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Women,,8,,,$888 ,"$7,105 ",,"$10,351 ",,"$10,351 "
Niagara University,Golf,Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Women,,7,,,"$2,117 ","$14,820 ",,"$106,764 ",,"$106,764 "
SUNY College at Cortland,Golf,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Women,,7,,,"$3,341 ","$23,388 ",,"$50,542 ",,"$50,542 "
Elmira College,Golf,Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Women,,7,,,$527 ,"$3,687 ",,"$26,970 ",,"$26,970 "
St John's University-New York,Golf,Queens,NCAA Division I-AAA,"4,884","5,671","10,555","Private nonprofit, 4-year or above",Women,,6,,,"$11,229 ","$67,375 ",,"$394,988 ",,"$394,988 "
SUNY at Albany,Golf,Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Women,,6,,,"$10,192 ","$61,153 ",,"$244,730 ",,"$243,780 "
Siena College,Golf,Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Women,,6,,,"$6,368 ","$38,210 ",,"$120,480 ",,"$120,480 "
Wagner College,Golf,Staten Island,NCAA Division I-A,657,"1,105","1,762","Private nonprofit, 4-year or above",Women,,6,,,"$4,882 ","$29,293 ",,"$113,931 ",,"$113,408 "
LIU Post,Golf,Brookville,NCAA Division II (with football),"1,317","2,038","3,355","Private nonprofit, 4-year or above",Women,,6,,,"$3,443 ","$20,655 ",,"$84,042 ",,"$84,042 "
LIU Brooklyn,Golf,Brooklyn,NCAA Division I-AAA,"1,312","2,798","4,110","Private nonprofit, 4-year or above",Women,,5,,,"$12,895 ","$64,475 ",,"$362,201 ",,"$362,201 "
Vassar College,Golf,Poughkeepsie,NCAA Division III (without football),"1,049","1,331","2,380","Private nonprofit, 4-year or above",Women,,5,,,"$6,535 ","$32,677 ",,"$158,334 ",,"$158,334 "
St Francis College,Golf,Brooklyn Heights,NCAA Division I-AAA,"1,059","1,354","2,413","Private nonprofit, 4-year or above",Women,,5,,,"$7,696 ","$38,479 ",,"$93,030 ",,"$93,030 "
SUNY College of Technology at Delhi,Golf,Delhi,NJCAA Division III,"1,432","1,222","2,654","Public, 4-year or above",Women,,5,,,"$3,705 ","$18,524 ",,"$21,835 ",,"$21,835 "
Manhattanville College,Golf,Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Women,,5,,,"$1,337 ","$6,685 ",,"$18,256 ",,"$18,571 "
Adelphi University,Golf,Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Women,,3,,,"$3,711 ","$11,132 ",,"$51,076 ",,"$51,076 "
Genesee Community College,Golf,Batavia,NJCAA Division II,"1,060","1,886","2,946","Public, 2-year",Women,,2,,,"$5,149 ","$10,297 ",,"$14,411 ",,"$14,411 "
Niagara County Community College,Golf,Sanborn,NJCAA Division III,"1,739","2,210","3,949","Public, 2-year",Women,,1,,,"$1,409 ","$1,409 ",,"$8,409 ",,"$17,409 "
SUNY College of Agriculture and Technology at Cobleskill,Golf,Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Women,,1,,,"$2,518 ","$2,518 ",,"$8,084 ",,"$8,084 "
Jefferson Community College,Golf,Watertown,NJCAA Division III,898,"1,234","2,132","Public, 2-year",Women,,1,,,"$3,960 ","$3,960 ",,"$4,585 ",,"$4,585 "
Onondaga Community College,Golf,Syracuse,NJCAA Division III,"3,184","3,062","6,246","Public, 2-year",Women,,1,,,"$2,611 ","$2,611 ",,"$4,186 ",,"$4,535 "
Cayuga County Community College,Golf,Auburn,NJCAA Division III,790,"1,227","2,017","Public, 2-year",Women,,1,,,"$1,393 ","$1,393 ",,"$3,256 ",,"$3,256 "
Columbia-Greene Community College,Golf,Hudson,NJCAA Division III,373,475,848,"Public, 2-year",Women,,1,,,$190 ,$190 ,,"$1,669 ",,"$1,540 "
SUNY College at Brockport,Gymnastics,Brockport,NCAA Division III (with football),"2,904","3,400","6,304","Public, 4-year or above",Women,,28,,,"$1,530 ","$42,842 ",,"$74,117 ",,"$74,117 "
Cornell University,Gymnastics,Ithaca,NCAA Division I-AA,"6,976","7,206","14,182","Private nonprofit, 4-year or above",Women,,21,,,"$2,427 ","$50,968 ",,"$298,750 ",,"$298,750 "
Ithaca College,Gymnastics,Ithaca,NCAA Division III (with football),"2,551","3,452","6,003","Private nonprofit, 4-year or above",Women,,21,,,"$2,066 ","$43,387 ",,"$127,036 ",,"$127,036 "
SUNY College at Cortland,Gymnastics,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Women,,19,,,"$3,466 ","$65,848 ",,"$155,412 ",,"$155,412 "
Rensselaer Polytechnic Institute,Ice Hockey,Troy,NCAA Division III (with football),"3,861","1,695","5,556","Private nonprofit, 4-year or above",Men,26,,"$17,247 ","$448,423 ",,,"$2,353,070 ",,"$2,231,241 ",
Clarkson University,Ice Hockey,Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Men,27,,"$11,651 ","$314,567 ",,,"$2,543,400 ",,"$2,193,204 ",
St Lawrence University,Ice Hockey,Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Men,27,,"$11,528 ","$311,268 ",,,"$1,885,646 ",,"$1,885,646 ",
Colgate University,Ice Hockey,Hamilton,NCAA Division I-AA,"1,305","1,558","2,863","Private nonprofit, 4-year or above",Men,27,,"$13,807 ","$372,790 ",,,"$1,854,794 ",,"$1,854,794 ",
Cornell University,Ice Hockey,Ithaca,NCAA Division I-AA,"6,976","7,206","14,182","Private nonprofit, 4-year or above",Men,27,,"$16,364 ","$441,831 ",,,"$1,587,722 ",,"$1,587,722 ",
Niagara University,Ice Hockey,Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Men,30,,"$10,633 ","$318,990 ",,,"$1,184,240 ",,"$1,184,240 ",
Rochester Institute of Technology,Ice Hockey,Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Men,26,,"$14,217 ","$369,647 ",,,"$1,025,428 ",,"$1,025,428 ",
Canisius College,Ice Hockey,Buffalo,NCAA Division I-AAA,"1,251","1,449","2,700","Private nonprofit, 4-year or above",Men,28,,"$7,146 ","$200,074 ",,,"$991,566 ",,"$991,566 ",
Union College,Ice Hockey,Schenectady,NCAA Division III (with football),"1,193","1,009","2,202","Private nonprofit, 4-year or above",Men,27,,"$11,143 ","$300,860 ",,,"$919,352 ",,"$844,592 ",
Utica College,Ice Hockey,Utica,NCAA Division III (with football),969,"1,227","2,196","Private nonprofit, 4-year or above",Men,29,,"$5,552 ","$161,021 ",,,"$478,838 ",,"$354,591 ",
SUNY College at Plattsburgh,Ice Hockey,Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Men,27,,"$4,932 ","$133,175 ",,,"$344,392 ",,"$330,466 ",
SUNY College at Oswego,Ice Hockey,Oswego,NAIA Division III,"3,316","3,516","6,832","Public, 4-year or above",Men,32,,"$3,803 ","$121,708 ",,,"$488,393 ",,"$327,958 ",
Hobart William Smith Colleges,Ice Hockey,Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Men,30,,"$1,418 ","$42,544 ",,,"$303,710 ",,"$303,710 ",
Hamilton College,Ice Hockey,Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Men,26,,"$4,609 ","$119,824 ",,,"$249,221 ",,"$249,221 ",
SUNY College at Geneseo,Ice Hockey,Geneseo,NCAA Division III (without football),"2,278","3,136","5,414","Public, 4-year or above",Men,30,,"$3,788 ","$113,630 ",,,"$211,375 ",,"$204,574 ",
Nazareth College,Ice Hockey,Rochester,NCAA Division III (without football),535,"1,382","1,917","Private nonprofit, 4-year or above",Men,29,,"$3,468 ","$100,573 ",,,"$204,213 ",,"$199,410 ",
SUNY Buffalo State,Ice Hockey,Buffalo,NCAA Division III (with football),"3,485","4,793","8,278","Public, 4-year or above",Men,25,,"$2,479 ","$61,970 ",,,"$208,816 ",,"$192,199 ",
SUNY at Fredonia,Ice Hockey,Fredonia,NCAA Division III (without football),"2,174","2,621","4,795","Public, 4-year or above",Men,27,,"$3,914 ","$105,679 ",,,"$195,683 ",,"$188,797 ",
Elmira College,Ice Hockey,Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Men,28,,"$1,927 ","$53,963 ",,,"$185,258 ",,"$185,258 ",
Morrisville State College,Ice Hockey,Morrisville,NCAA Division III (with football),"1,283","1,221","2,504","Public, 4-year or above",Men,24,,"$4,545 ","$109,080 ",,,"$171,662 ",,"$171,662 ",
SUNY College at Potsdam,Ice Hockey,Potsdam,NCAA Division III (without football),"1,562","2,011","3,573","Public, 4-year or above",Men,25,,"$3,881 ","$97,031 ",,,"$154,663 ",,"$153,082 ",
SUNY College at Cortland,Ice Hockey,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Men,24,,"$3,212 ","$77,085 ",,,"$152,389 ",,"$152,389 ",
Skidmore College,Ice Hockey,Saratoga Springs,NCAA Division III (without football),"1,051","1,546","2,597","Private nonprofit, 4-year or above",Men,25,,"$2,694 ","$67,358 ",,,"$151,372 ",,"$151,372 ",
Manhattanville College,Ice Hockey,Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Men,28,,"$2,129 ","$59,617 ",,,"$146,667 ",,"$145,638 ",
SUNY College of Technology at Canton,Ice Hockey,Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Men,28,,"$2,375 ","$66,492 ",,,"$141,747 ",,"$140,303 ",
SUNY College at Brockport,Ice Hockey,Brockport,NCAA Division III (with football),"2,904","3,400","6,304","Public, 4-year or above",Men,28,,"$2,305 ","$64,550 ",,,"$109,081 ",,"$109,081 ",
Erie Community College,Ice Hockey,Buffalo,NJCAA Division III,"4,307","4,006","8,313","Public, 2-year",Men,26,,"$2,198 ","$57,160 ",,,"$75,489 ",,"$75,624 ",
Mohawk Valley Community College,Ice Hockey,Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Men,23,,"$1,330 ","$30,590 ",,,"$63,298 ",,"$63,298 ",
SUNY Broome Community College,Ice Hockey,Binghamton,NJCAA Division III,"1,973","2,318","4,291","Public, 2-year",Men,26,,"$1,367 ","$35,529 ",,,"$50,444 ",,"$48,589 ",
Hudson Valley Community College,Ice Hockey,Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Men,19,,$939 ,"$17,835 ",,,"$29,033 ",,"$29,033 ",
Utica College,Ice Hockey,Utica,NCAA Division III (with football),969,"1,227","2,196","Private nonprofit, 4-year or above",Women,,27,,,"$2,893 ","$78,101 ",,"$240,909 ",,"$232,802 "
Manhattanville College,Ice Hockey,Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Women,,27,,,"$1,542 ","$41,635 ",,"$102,283 ",,"$107,286 "
Elmira College,Ice Hockey,Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Women,,26,,,"$1,999 ","$51,972 ",,"$160,870 ",,"$160,870 "
Syracuse University,Ice Hockey,Syracuse,NCAA Division I-A,"6,394","7,835","14,229","Private nonprofit, 4-year or above",Women,,25,,,"$8,072 ","$201,791 ",,"$1,201,996 ",,"$2,075,366 "
SUNY College at Cortland,Ice Hockey,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Women,,25,,,"$2,358 ","$58,941 ",,"$144,469 ",,"$144,469 "
St Lawrence University,Ice Hockey,Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Women,,24,,,"$6,447 ","$154,718 ",,"$1,568,600 ",,"$1,568,600 "
SUNY College at Oswego,Ice Hockey,Oswego,NAIA Division III,"3,316","3,516","6,832","Public, 4-year or above",Women,,24,,,"$3,617 ","$86,814 ",,"$196,638 ",,"$182,999 "
