GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US36029014207,36029014207,"Census Tract 142.07, Erie County, New York",5423,278,5164,266,36,33,0,89,13,21,0,89,68,110,142,178,0,89,142,178
1400000US36029014208,36029014208,"Census Tract 142.08, Erie County, New York",4525,227,4384,239,52,49,0,89,73,116,0,89,2,5,14,22,0,89,14,22
1400000US36029014209,36029014209,"Census Tract 142.09, Erie County, New York",4213,199,4076,191,30,35,18,29,0,89,0,89,1,4,88,69,0,89,88,69
1400000US36029014300,36029014300,"Census Tract 143, Erie County, New York",6108,284,6014,285,20,28,0,89,0,89,0,89,19,34,55,54,0,89,55,54
1400000US36029014400,36029014400,"Census Tract 144, Erie County, New York",4291,287,4253,285,7,11,0,89,17,29,0,89,0,89,14,22,0,89,14,22
1400000US36029014501,36029014501,"Census Tract 145.01, Erie County, New York",3504,158,3503,159,0,89,0,89,0,89,0,89,1,3,0,89,0,89,0,89
1400000US36029014502,36029014502,"Census Tract 145.02, Erie County, New York",2462,160,2441,156,2,4,0,89,0,89,19,34,0,89,0,89,0,89,0,89
1400000US36029014601,36029014601,"Census Tract 146.01, Erie County, New York",4896,252,4529,335,68,72,13,18,115,103,0,89,0,89,171,207,9,16,162,206
1400000US36029014603,36029014603,"Census Tract 146.03, Erie County, New York",4913,408,4292,437,35,52,0,89,586,420,0,89,0,89,0,89,0,89,0,89
1400000US36029014604,36029014604,"Census Tract 146.04, Erie County, New York",7313,352,6578,335,49,59,0,89,640,198,0,89,0,89,46,54,0,89,46,54
1400000US36029014701,36029014701,"Census Tract 147.01, Erie County, New York",5188,244,5035,267,23,29,0,89,129,149,0,89,1,4,0,89,0,89,0,89
1400000US36029014702,36029014702,"Census Tract 147.02, Erie County, New York",7796,379,7608,375,65,77,0,89,115,82,0,89,0,89,8,15,8,15,0,89
1400000US36029014801,36029014801,"Census Tract 148.01, Erie County, New York",2622,168,2415,217,25,33,165,127,0,89,0,89,17,24,0,89,0,89,0,89
1400000US36029014803,36029014803,"Census Tract 148.03, Erie County, New York",5927,168,5718,275,0,89,197,200,12,20,0,89,0,89,0,89,0,89,0,89
1400000US36029014901,36029014901,"Census Tract 149.01, Erie County, New York",2603,18,2564,29,10,13,0,89,0,89,0,89,9,14,20,18,0,89,20,18
1400000US36029014903,36029014903,"Census Tract 149.03, Erie County, New York",7101,549,6512,537,481,134,7,13,9,17,0,89,64,29,28,32,0,89,28,32
1400000US36029014904,36029014904,"Census Tract 149.04, Erie County, New York",1116,548,629,266,422,300,3,4,4,8,0,89,49,34,9,16,0,89,9,16
1400000US36029015001,36029015001,"Census Tract 150.01, Erie County, New York",5349,18,5307,65,0,89,0,89,0,89,0,89,0,89,42,64,0,89,42,64
1400000US36029015002,36029015002,"Census Tract 150.02, Erie County, New York",2990,14,2901,84,0,89,0,89,31,48,0,89,26,43,32,47,0,89,32,47
1400000US36029015003,36029015003,"Census Tract 150.03, Erie County, New York",3407,21,3357,50,0,89,0,89,0,89,0,89,10,17,40,40,0,89,40,40
1400000US36029015101,36029015101,"Census Tract 151.01, Erie County, New York",3262,27,3191,63,2,4,0,89,69,60,0,89,0,89,0,89,0,89,0,89
1400000US36029015102,36029015102,"Census Tract 151.02, Erie County, New York",2755,19,2732,30,0,89,0,89,7,10,0,89,0,89,16,16,0,89,16,16
1400000US36029015201,36029015201,"Census Tract 152.01, Erie County, New York",3016,181,3016,181,0,89,0,89,0,89,0,89,0,89,0,89,0,89,0,89
1400000US36029015202,36029015202,"Census Tract 152.02, Erie County, New York",4959,187,4891,178,6,11,0,89,0,89,0,89,8,13,54,63,0,89,54,63
1400000US36029015301,36029015301,"Census Tract 153.01, Erie County, New York",4944,202,4844,211,3,5,0,89,71,106,0,89,9,20,17,29,0,89,17,29
1400000US36029015302,36029015302,"Census Tract 153.02, Erie County, New York",2752,203,2726,203,0,89,18,29,0,89,0,89,8,13,0,89,0,89,0,89
1400000US36029015401,36029015401,"Census Tract 154.01, Erie County, New York",2636,192,2610,194,26,41,0,89,0,89,0,89,0,89,0,89,0,89,0,89
1400000US36029015402,36029015402,"Census Tract 154.02, Erie County, New York",5569,480,5357,513,20,31,5,11,75,80,0,89,0,89,112,123,33,53,79,113
1400000US36029015501,36029015501,"Census Tract 155.01, Erie County, New York",2065,190,1966,183,7,13,20,31,0,89,0,89,5,8,67,82,0,89,67,82
1400000US36029015503,36029015503,"Census Tract 155.03, Erie County, New York",2352,222,2220,205,41,40,0,89,0,89,0,89,19,26,72,83,20,27,52,77
1400000US36029015504,36029015504,"Census Tract 155.04, Erie County, New York",3819,353,3693,336,28,35,90,103,0,89,0,89,0,89,8,17,0,89,8,17
1400000US36029015600,36029015600,"Census Tract 156, Erie County, New York",1951,174,1733,185,14,15,99,67,0,89,0,89,82,119,23,31,0,89,23,31
1400000US36029015700,36029015700,"Census Tract 157, Erie County, New York",3512,38,3444,57,13,16,14,17,13,16,0,89,21,32,7,9,0,89,7,9
1400000US36029015800,36029015800,"Census Tract 158, Erie County, New York",4203,15,4107,70,0,89,0,89,26,41,0,89,17,19,53,51,0,89,53,51
1400000US36029015900,36029015900,"Census Tract 159, Erie County, New York",4279,18,4054,143,48,51,2,6,120,134,0,89,27,57,28,34,0,89,28,34
1400000US36029016100,36029016100,"Census Tract 161, Erie County, New York",2746,491,1225,396,959,147,62,70,5,10,0,89,387,109,108,57,8,11,100,58
1400000US36029016200,36029016200,"Census Tract 162, Erie County, New York",2445,243,2074,217,156,104,16,24,0,89,0,89,58,75,141,103,0,89,141,103
1400000US36029016300,36029016300,"Census Tract 163, Erie County, New York",2550,337,2072,336,272,176,48,67,30,47,0,89,0,89,128,160,0,89,128,160
1400000US36029016400,36029016400,"Census Tract 164, Erie County, New York",3276,366,1179,306,1761,247,7,13,50,68,0,89,222,124,57,44,46,45,11,18
1400000US36029016500,36029016500,"Census Tract 165, Erie County, New York",1272,293,671,187,490,211,3,8,55,62,0,89,27,22,26,26,4,7,22,25
1400000US36029016600,36029016600,"Census Tract 166, Erie County, New York",2864,416,59,35,2723,393,0,89,0,89,0,89,73,68,9,13,0,89,9,13
1400000US36029016700,36029016700,"Census Tract 167, Erie County, New York",2599,216,2435,238,0,89,71,80,0,89,0,89,21,22,72,58,0,89,72,58
1400000US36029016800,36029016800,"Census Tract 168, Erie County, New York",4188,583,178,90,3696,538,0,89,82,72,0,89,65,69,167,124,0,89,167,124
1400000US36029016900,36029016900,"Census Tract 169, Erie County, New York",3649,458,2789,432,698,231,0,89,34,34,0,89,31,41,97,96,59,85,38,55
1400000US36029017000,36029017000,"Census Tract 170, Erie County, New York",2908,290,266,97,2537,261,0,89,19,29,0,89,12,23,74,67,0,89,74,67
1400000US36029017100,36029017100,"Census Tract 171, Erie County, New York",3876,614,2031,349,1177,452,0,89,136,179,0,89,297,179,235,146,112,119,123,98
1400000US36029017200,36029017200,"Census Tract 172, Erie County, New York",2286,257,2104,201,0,89,0,89,14,22,0,89,0,89,168,209,12,19,156,209
1400000US36029017300,36029017300,"Census Tract 173, Erie County, New York",7125,557,6623,537,226,263,0,89,207,311,0,89,0,89,69,69,15,24,54,64
1400000US36029017400,36029017400,"Census Tract 174, Erie County, New York",3618,425,2098,456,1133,297,0,89,0,89,0,89,230,109,157,125,105,108,52,64
1400000US36029017501,36029017501,"Census Tract 175.01, Erie County, New York",1636,247,1406,222,8,12,168,73,7,13,0,89,3,5,44,51,0,89,44,51
1400000US36029017502,36029017502,"Census Tract 175.02, Erie County, New York",2419,336,2390,343,13,27,0,89,8,13,0,89,0,89,8,13,0,89,8,13
1400000US36029940000,36029940000,"Census Tract 9400, Erie County, New York",1936,174,173,85,5,9,1265,205,236,192,0,89,0,89,257,130,0,89,257,130
1400000US36029940100,36029940100,"Census Tract 9401, Erie County, New York",14,18,0,89,0,89,14,18,0,89,0,89,0,89,0,89,0,89,0,89
1400000US36029990000,36029990000,"Census Tract 9900, Erie County, New York",0,89,0,89,0,89,0,89,0,89,0,89,0,89,0,89,0,89,0,89
